PC1,PC2,PC3,CUST_ID,TENURE,Cluster
0.9834666547786747,-0.09655444833598748,-2.855234494864295,C10001,12,0
-2.8391264975099726,-1.9519608313051737,-3.519163736364707,C10002,12,0
-14.165937233448856,-0.5525339398208071,2.6836391467649134,C10003,12,0
-1.4728458582505906,0.1752593568240859,-2.196788662671614,C10004,12,0
0.3905860518417307,0.04269875034422044,-2.917544593953493,C10005,12,0
-0.1932487698881181,-1.5407406300706745,0.9575113819420019,C10006,12,0
0.726745605737119,0.4412491750188854,7.56670355727706,C10007,12,0
1.2784846044891647,-0.09018317996165948,2.1534557403183823,C10008,12,0
-3.9139789273591887,-0.5480592067129544,-0.8616037643009713,C10009,12,0
-0.4838167559586808,-0.43131668387306793,-1.4501158527750417,C10010,12,0
-1.2521451684944815,-0.8308239325827003,2.5882235473850828,C10011,12,0
-0.8397698522467766,-1.920317032995763,-0.8571916400479763,C10012,12,0
-0.5174009198809599,-5.867356759337885,4.912708244810501,C10013,12,0
-0.10285005070537087,1.1748294655952862,3.064985010466956,C10014,12,0
0.2573195662872686,1.1489287218891664,-3.616029248758615,C10015,12,0
0.25453917978076557,0.23415447908212395,0.07545848835300635,C10016,12,0
0.6445054376958466,1.1221427189296451,-4.122254654601871,C10017,8,0
3.2094754347406766,-0.3120282830130561,-0.9604301091727557,C10018,12,0
-1.3655313159767837,-0.7873098747944804,0.8744547562727617,C10019,12,0
0.34316268300335384,2.4648688214870855,2.0420204573845226,C10020,12,0
1.132382012499761,0.17620153646618197,0.11670487198149332,C10021,12,0
-0.007111968708424565,0.6680841253357654,6.477433572982871,C10022,12,0
8.628727037331924,-0.7305503256895536,2.5752038373241235,C10023,12,0
0.7279286086172014,1.081759864897028,3.046198140051859,C10024,12,0
-0.3250880841859388,-2.6551463043328383,-3.7048331296307158,C10025,11,0
2.0624230807007886,0.2765125368920377,2.113159585889873,C10026,12,0
0.24516009133505234,0.08624756757753382,-2.6551988473465804,C10027,12,0
1.3079928135368428,-0.07886189932848642,1.9438425587764292,C10028,12,0
-0.7606749891875418,-0.9631885827191109,-0.34059442526439226,C10029,12,0
1.0337808600262517,-1.745855718557737,-1.036019546917644,C10030,12,0
0.7257403176404063,0.35317616824532405,4.308127271062073,C10031,12,0
-1.0495973653780948,0.9215018860160682,3.6224678162200323,C10032,12,0
-0.879993077304986,-1.0815838600615946,-2.7492448734694825,C10033,12,0
6.104344437272174,-0.4947192963158459,2.4791758472592123,C10034,12,0
-10.562165326821404,-0.7289997929967444,2.5316942149744976,C10035,12,0
0.6834411110328769,0.23506711280249915,-3.593539993578106,C10036,12,0
-0.5264893386632679,-1.5063068410559024,-4.180153545413154,C10037,11,0
-0.14058954772492926,10.341174592370557,3.6640942356387245,C10038,12,0
-0.11276252531011835,-1.3017445409363475,-3.385943029143603,C10039,12,0
8.396688625754544,-0.5192596497022289,-2.4137615927578238,C10040,12,0
-1.8647711635771835,0.2211196317540821,-3.8745772683724615,C10041,12,0
-0.33180827963805526,-2.7799079330526784,1.5921150377452729,C10043,12,0
0.35533493873112276,-26.168350343922146,-1.7144107765503573,C10044,12,0
0.6578880599705834,0.11627471570403736,-3.7256483120073662,C10045,12,0
-0.185746255664467,0.2086494202955379,4.498420698502675,C10046,12,0
2.849101806644858,-0.18841034980472582,-1.2578818325021262,C10047,12,0
1.0384661637587995,0.0883815037437744,-2.1602747478110804,C10048,8,0
1.0169492272837983,12.0482388266539,-4.705372448042882,C10049,12,0
0.23777303129098704,-6.093940143959042,7.263727898123727,C10050,12,0
2.0335452836153927,1.319494122851103,-2.1656861418410553,C10051,12,0
11.647344836098398,-0.6202792449613392,0.44950595745688576,C10052,8,0
-0.24022722788581705,-4.4933270296095875,4.005946350860836,C10053,12,0
0.36465927372755536,2.2293198583376164,-3.801080651032849,C10054,12,0
0.7216355903752744,-3.976275706126973,2.136100304595375,C10055,9,0
1.2518521999504397,-0.23074325040784632,0.10680384605308635,C10056,12,0
-1.9541694082786338,0.6034454851633024,-0.9398134407112866,C10057,12,0
1.9446254715486506,3.092299335626513,-2.2594544746658385,C10058,12,0
0.7288092545800658,2.006496167020167,5.562365387365812,C10059,12,0
0.2972460786446395,5.905230380904411,-3.9241716400373354,C10060,11,0
-1.2945768916865035,-2.0134112159338704,-1.4872649358018148,C10061,12,0
-2.648762930656545,-1.9417856739098913,-2.112729610356561,C10062,12,0
0.7888706463459844,0.0947372010343207,-2.921104460711205,C10063,12,0
-2.9030496185973345,9.66394017279276,-4.373321665553704,C10064,11,0
-9.300780429616758,-0.9312855573721568,-2.563804203385799,C10065,12,0
1.146272155887886,-2.287594067926735,3.591951934837686,C10067,12,0
0.9580049714649367,-0.22406276130453717,0.16862239998539916,C10068,12,0
0.8761128288625669,0.11454217665774802,-3.7820859120342334,C10069,8,0
0.5060471754527535,0.6131837391854618,-3.9669253460857443,C10070,12,0
-4.387994820126521,-1.8357792165261182,0.7513692784189299,C10071,12,0
